Numéro;genus;sp;LIB_PAYS;N_ESSEM;N_CTFT;ORIGINE;CRS;DURETE;D12;NE_D12;CV_D12;HYGRO;SATUR;RB;Champ1;RV;RT;RR;FEND;TRACTION;CIS;C12;NE_C12;CV_C12;C_T_HUMID;C_REPERE;F12;NE_F12;CV_F12;E;W
1712;Quercus;sp;France;1042;11518;;C;4.2;0.69;8;;0.0036;36;13.6;;0.38;9.9;4.6;30.4;3.6;9,6;61.8;10;10;68;*;110.2;9;11;9516;31
1721;Quercus;sp;France;1051;11760;;S;3.1;0.69;7;;0.0039;37;13.9;;0.38;10.1;4.7;22.6;3;9,5;49.8;7;11;63;*;83.8;7;12;9221;27
2724;Quercus;sp;France;1995;19027;;C;3.6;0.71;10;5;0.0035;29;12.6;;0.43;9.3;5.3;23;3.3;12,2;53;10;9;84;*;116.6;10;14;11085;24
2747;Quercus;sp;France;2018;19029;;S;4.4;0.75;8;5;0.0039;33;13.6;;0.41;9.8;4.6;24.9;3.3;14,4;51.8;8;7;83;*;105;8;11;10399;24
2863;Quercus;sp;France;2126;19006;;C;4.4;0.77;10;3;0.0038;30;13;;0.43;11.4;5.2;22.4;3.8;13,4;58.1;10;6;99;*;130.4;10;7;10497;36
2855;Quercus;sp;France;2118;19033;;S;4.7;0.78;7;7;0.0038;32;13.6;;0.43;10.4;4.7;28.7;;13,6;59.9;7;9;87;*;136.7;6;5;11380;23
2720;Quercus;sp;France;1991;19028;;S;4.7;0.8;6;5;0.003;28;14.6;;0.52;9.3;4.9;26.4;4.1;9,8;66.9;7;6;92;*;132.7;6;8;12557;26
2680;Quercus;sp;France;1954;19032;;S;4.7;0.81;7;4;0.0034;29;14.5;;0.5;10.4;3.8;28.8;4.6;15,3;61.4;6;1;66;*;118.4;6;14;11870;31
2716;Quercus;sp;France;1987;19014;;C;6;0.82;8;5;0.0044;34;13.5;;0.4;10.1;4;31.4;4.3;12,2;66.8;10;6;79;*;123;10;8;11576;31
646;Quercus;sp;France;0213;07016;;C;5;0.87;10;13;0.005;45;16;;0.36;;;34.3;4.4;;54.7;20;12;35;*;108.4;10;;;53
454;Quercus;suber;Maroc;0154;01637;;C;7.2;0.84;10;5;0.0037;28;13.5;;0.48;;;28.5;3.6;;59.7;20;10;30;*;106.4;10;;;36
3066;Quercus;suber;Maroc;2328;21366;;C;4.7;0.84;10;4;0.0031;27;14.7;;0.54;11.8;4.6;40.6;5.4;11,6;58.1;10;5;50;*;112;8;8;9516;61
3070;Quercus;suber;Maroc;2332;21368;;S;5.2;0.85;8;1;0.0033;26;14.1;;0.54;11.4;3.8;30.4;4.3;11,7;48.1;9;6;56;*;84.4;6;18;7161;37
3068;Quercus;suber;Maroc;2330;21367;;C;5;0.86;10;2;0.0035;26;13.6;;0.52;11.1;4.1;38.7;5.2;12,4;55.3;10;3;57;*;116.6;10;4;9025;56
3062;Quercus;suber;Maroc;2324;21369;;S;5.5;0.97;9;7;0.0042;29;14;;0.48;9.4;5;36.9;4;11,4;54.4;9;7;65;*;89.8;8;19;7652;20
787;Rauvolfia;caffra;Cameroun;0274;02560;;C;1.8;0.52;10;4;0.0031;30;10.5;;0.35;;;10.2;1.4;;48.5;20;10;40;*;68.6;10;;;11
1431;Rauvolfia;caffra;Cameroun;0764;06928;;S;2;0.54;6;6;0.0028;30;12.5;;0.42;8.2;4.2;17.4;2.2;7,7;39.3;7;27;45;*;85.4;4;12;7358;12
824;Ravensara;ovalifolia;Madagascar;0293;00216;;S;3.5;0.67;10;7;0.0031;22;10.4;;0.47;;;17.4;2.6;;62.1;19;6;40;*;99.5;8;14;;13
875;Ravensara;retusa;Madagascar;0321;00215;;C;6.1;0.86;15;;0.0034;31;15.9;;0.51;;;24;4.4;;84.9;15;6;37;*;167.2;15;;;30
1902;Ravensara;sp;Madagascar;1214;15355;;C;3.9;0.68;10;6;0.0027;27;13.9;;0.51;14;7;22;3.4;10,6;64;10;7;109;*;133.8;10;5;16579;24
1911;Ravensara;sp;Madagascar;1219;15357;;C;3.5;0.77;8;4;0.0027;27;14.9;;0.55;12.8;6.9;21.4;3.2;8,5;72.1;10;3;95;*;150.3;10;5;16088;27
2458;Ravensara;sp;Madagascar;1744;16883;;C;10.1;0.95;10;2;0.0029;27;15.7;;0.58;10.9;5.8;30.1;4.3;9,9;88.8;10;6;71;*;188.3;10;7;20993;25
2452;Ravensara;sp;Madagascar;1738;16884;;C;9.2;0.96;10;2;0.0029;28;16.3;;0.58;9.8;5.2;27.2;4.4;8,8;84.9;10;10;54;*;188.4;10;4;17952;27
2685;Recordoxylon;amazonicum;Bresil Amazonie;1959;19466;;C;5.7;0.82;8;4;0.0033;19;10.1;;0.53;6.5;3.5;16.7;2.5;12,1;85.2;10;6;81;*;148.2;7;8;15402;32
2701;Recordoxylon;amazonicum;Bresil Amazonie;1975;19470;;S;9.7;0.93;8;3;0.0035;21;11.7;;0.56;7.6;4.6;23.6;3.3;11,1;89;9;6;69;*;156.2;8;9;17658;32
2689;Recordoxylon;amazonicum;Bresil Amazonie;1963;19468;;S;10;0.98;6;1;0.0038;20;10.6;;0.53;6.8;3.2;21.4;3;13,7;83.5;7;6;84;*;170.2;7;8;20895;39
1926;Recordoxylon;speciosum;Guyane Francaise;1229G;;G;C;;0.97;10;;0.0033;24;13.6;;0.57;;;;;;;;;;;;;;;
1059;Recordoxylon;speciosum;Guyane Francaise;0437G;;G;S;;0.98;6;;0.0033;19;11;;0.58;;;;;;;;;;;;;;;
1825;Recordoxylon;speciosum;Guyane Francaise;1152;14658;;C;11.5;1.04;8;2;0.0028;22;13.7;;0.62;6.5;6.4;21.3;2.4;10,4;105;10;3;41;*;217;10;8;26291;50
1910;Rhabdodendron;amazonicum;Guyane Francaise;1218G;;G;C;;0.9;10;;0.0033;29;14.5;;0.5;;;;;;;;;;;;;;;
2210;Rhizophora;mangle;Venezuela;1496;16308;;C;21.3;1.11;9;2;0.0025;28;18;;0.64;13;5.4;;4.6;16,2;75.7;7;5;137;*;208.8;8;14;30411;93
2256;Rhizophora;mangle;Venezuela;1542;16310;;C;23.1;1.13;10;1;0.0018;26;17.8;;0.68;13.2;6.2;39.6;5.9;16,6;108;10;6;68;*;265.7;9;7;31000;80
164;Rhizophora;racemosa;Gabon;0056;02885;;C;10.8;1.06;10;5;0.0006;21;16.7;;0.8;;;24.5;4.3;;84.3;20;8;40;*;168.6;10;;;62
2226;Rhizophora;sp;Gabon;1512;16290;;S;8.2;1.02;9;12;0.0019;22;15.2;;0.69;12.5;7.1;29.9;4.6;8,8;78.2;9;14;95;*;161.4;9;14;19326;65
1146;Rhodognaphalon;brevicuspe;Congo;0483;05315;;C;1.8;0.5;10;3;0.0032;34;11.3;;0.33;;;16.6;2.3;6,4;37.5;10;8;30;*;73.7;10;5;7259;11
3114;Rhodognaphalon;brevicuspe;Cote d'Ivoire;2376;23371;;C;1;0.43;10;7;0.0023;30;12.3;;0.41;8.2;4.5;10.5;1.9;3,4;30.4;10;10;59;*;60.3;10;11;6377;14
3109;Rhodognaphalon;brevicuspe;Cote d'Ivoire;2371;23370;;C;1.1;0.44;10;7;0.0023;31;12.4;;0.4;8.2;4;9.2;1.7;5,0;31.6;9;10;58;*;60.4;9;8;6867;12
376;Rhodognaphalon;brevicuspe;Gabon;0128;00892;;C;1.2;0.44;10;5;0.0027;28;9.7;;0.35;;;9.6;1.8;;32;20;11;50;*;53.5;10;7;;19
1497;Rhodognaphalon;brevicuspe;Gabon;0828;09902;;S;1.6;0.47;9;11;0.0037;74;11.8;;0.16;8.3;4.5;9.7;1.9;4,9;34.1;9;15;65;*;63.4;9;14;7161;12
1006;Rhodognaphalon;brevicuspe;Gabon;0394;04938;;C;1.4;0.49;13;5;0.0034;33;10.1;;0.31;;;9;1.5;;45.2;17;7;52;*;78.2;22;;7652;14
896;Rhodolaena;bakeriana;Madagascar;0337;03310;;C;9.1;0.96;16;6;0.0031;27;15.2;;0.56;;;19.2;3.1;;92.7;16;5;30;*;173.6;15;;;50
2250;Rhodolaena;bakeriana;Madagascar;1536;16920;;S;8.9;0.98;9;7;0.0042;37;17.5;;0.47;13.4;6.5;23.2;3.6;9,1;88.5;9;8;47;*;189.8;8;9;22073;57
2248;Rhodolaena;bakeriana;Madagascar;1534;16921;;C;7.4;0.98;9;7;0.003;29;16.7;;0.58;11.4;5.2;21.9;3.1;8,6;90.6;9;11;80;*;180.9;7;9;19130;40
2278;Rhodolaena;bakeriana;Madagascar;1564;16919;;C;7;1.01;10;11;0.0047;35;15.7;;0.45;11.6;4.6;20.5;3.2;;77.5;9;18;46;*;154.5;6;21;18639;33
3253;Rhodostemonodaphne;grandis;Guyane Francaise;2515;23407;;C;0.8;0.42;10;8;0.0013;28;16.3;;0.58;10.5;5.7;7.8;2;5,5;34.6;10;6;25;*;59.3;9;7;8044;17
156;Rhodostemonodaphne;kunthiana;Guyane Francaise;0053G;;G;S;;0.41;5;;0.0024;34;12.7;;0.37;;;;;;;;;;;;;;;
162;Rhodostemonodaphne;kunthiana;Guyane Francaise;0055G;;G;S;;0.44;9;;0.0019;36;16.5;;0.46;;;;;;;;;;;;;;;
820;Rhus;thouarsii;Madagascar;0291;02273;;C;8.3;0.85;10;7;0.0051;24;8.8;;0.37;;;19.4;3.5;;79.7;20;15;40;*;128.9;9;24;;21
3544;Richeria;grandis;Guadeloupe;2797;28178;;S;1.8;0.62;7;4;0.0026;29;14.3;;0.49;9.8;4.3;14.9;2.4;4,6;48.1;7;7;31;;90.9;7;7;10497;27
3546;Richeria;grandis;Guadeloupe;2799;28179;;S;2;0.65;9;3;0.0025;27;14.2;;0.53;10.1;4.8;12.4;2.2;4,6;49;9;8;35;;89.1;9;8;11183;30
3552;Richeria;grandis;Guadeloupe;2804;28177;;S;2.1;0.67;4;3;0.0027;28;14.4;;0.51;9.5;4.1;12.7;2.4;5,4;50.6;5;3;37;;84;5;14;10202;24
523;Richeria;grandis;Guadeloupe;0177;06428;;C;3.6;0.74;10;6;0.0028;30;16;;0.53;;;15.2;2.5;;58.1;20;6;10;*;123;10;;;35
194;Richeria;sp;Guyane Francaise;0066G;;G;S;;0.64;7;;0.0034;32;13.1;;0.41;;;;;;;;;;;;;;;
1293;Ricinodendron;heudelotii;Cameroun;0630;06924;;C;0.4;0.24;8;4;0.0019;29;6.5;;0.22;4.5;1.9;5.8;0.9;;18.8;10;14;29;*;32.4;10;12;3630;2
1638;Ricinodendron;heudelotii;Cameroun;0968;11113;;C;1.3;0.27;9;17;0.0019;43;8.8;;0.2;4.8;1.8;7.2;1;2,6;20.5;10;24;40;*;34.3;9;30;4709;5
1581;Ricinodendron;heudelotii;Centre Afrique;0908;10293;;C;0.7;0.27;10;4;0.0022;50;7.7;;0.15;5.1;2.3;7.1;1.1;3,1;19.4;10;12;31;*;35.8;10;15;4316;6
1063;Ruizterania;albiflora;Guyane Francaise;0439G;;G;C;;0.58;12;;0.0032;29;11.3;;0.39;;;;;;;;;;;;;;;
837;Ruizterania;albiflora;Guyane Francaise;0299G;;G;S;;0.67;9;;0.0034;33;13.3;;0.4;;;;;;;;;;;;;;;
1434;Ruizterania;albiflora;Guyane Francaise;0767;07721;;S;2.7;0.68;6;3;0.003;33;15.6;;0.47;10.6;6.7;11.9;2.7;8,2;61.3;6;5;48;*;106.4;6;11;10497;20
2092;Ruizterania;albiflora;Guyane Francaise;1378;16100;;C;3.6;0.68;8;5;0.004;45;15.3;;0.34;8.3;5;14.4;2.8;8,4;60.1;10;9;53;*;111.3;7;9;12066;29
2187;Ruizterania;albiflora;Guyane Francaise;1473;16635;;C;3.4;0.68;8;2;0.0029;32;14.9;;0.47;9.7;5.5;14;2.9;7,3;66.1;10;6;69;*;116.2;10;9;13244;24
1932;Ruizterania;albiflora;Guyane Francaise;1232G;;G;S;;0.7;8;;0.0034;33;14.7;;0.45;;;;;;;;;;;;;;;
1002;Ruizterania;albiflora;Guyane Francaise;0390G;;G;C;;0.71;10;;0.0035;34;14.2;;0.42;;;;;;;;;;;;;;;
2190;Ruizterania;albiflora;Guyane Francaise;1476;16634;;C;3.4;0.72;8;3;0.0027;31;16.3;;0.53;10.3;6.1;14.7;2.7;7,7;60;10;8;93;*;118.8;8;8;16481;11
152;Ruizterania;albiflora;Guyane Francaise;0052;00263;;S;3.1;0.74;10;3;0.0037;34;14.3;;0.42;;;12.7;2.8;;64.7;20;7;50;*;101;8;11;;27
2412;Ruizterania;albiflora;Guyane Francaise;1698;17070;;C;3.6;0.76;8;3;0.004;36;14.2;;0.39;9.8;5.7;13.5;2.1;9,8;64;10;13;58;*;132.1;8;8;13047;33
857;Ruizterania;albiflora;Guyane Francaise;0310G;;G;C;;0.78;12;;0.0039;35;14.7;;0.42;;;;;;;;;;;;;;;
3386;Sacoglottis;cydonioides;Guyane Francaise;2642;25864;;C;4.8;0.84;10;4;0.0027;27;15.3;;0.57;10;5.8;18.7;3.6;7,7;81.5;9;4;50;;161.3;9;5;16971;47
512;Sacoglottis;cydonioides;Guyane Francaise;0173G;;G;C;;0.87;10;;0.0032;30;15.8;;0.53;;;;;;;;;;;;;;;
797;Sacoglottis;gabonensis;Cote d'Ivoire;0279;00926;;C;7.3;0.88;10;5;0.0029;26;15;;0.58;;;22.3;2.3;;77.2;20;9;40;*;128.5;10;;;22
1708;Sacoglottis;gabonensis;Gabon;1038;10523;;C;8.6;0.88;10;3;0.0053;40;14;;0.35;9.1;5.5;22.7;3.3;10,0;105;7;5;69;*;185.1;9;7;17560;36
199;Sacoglottis;gabonensis;Gabon;0068;00928;;C;8.3;0.91;10;4;0.0041;26;12.7;;0.49;;;21.8;3.5;;70.2;20;;;*;146.4;8;;;52
515;Sacoglottis;guianensis;Guyane Francaise;0174G;;G;C;;0.93;13;;0.0028;31;17.6;;0.57;;;;;;;;;;;;;;;
3451;Sacoglottis;guianensis;Guyane Francaise;2706;25865;;C;6.7;0.93;10;4;0.0021;26;16.9;;0.65;10.6;6.4;19.1;3.7;9,1;87.4;10;8;70;;196.4;9;6;20601;47
259;Sacoglottis;guianensis;Guyane Francaise;0088G;;G;C;;1.02;14;;0.0029;31;18.3;;0.59;;;;;;;;;;;;;;;
1841;Samanea;saman;Nouvelle Caledonie;1166;06135;;C;2.4;0.58;10;11;0.0045;45;9.7;;0.22;5.1;2.3;16.4;2.1;10,7;34.7;10;8;71;*;67.2;6;9;6180;17
3942;Santiria;rubiginosa;Malaisie Peninsule;3186C;27841;C;S;3.3;0.63;10;7;0.003;26;11.9;;0.46;6.5;4.3;;;;62.8;10;6;34;;123.7;10;9;13538;
783;Santiria;trimera;Cameroun;0272;02008;;C;2.5;0.59;10;2;0.0029;29;12.9;;0.44;;;14.1;2.2;;56.3;20;;;;92.9;10;;;16
2387;Santiria;trimera;Gabon;1673;16488;;C;3.8;0.66;10;7;0.0032;25;11.5;;0.46;7.4;3.8;18.3;2.9;6,0;59.9;10;9;48;*;115.1;8;14;13440;22
3950;Scaphium;macropodum;Malaisie Peninsule;3194C;27832;C;S;3.9;0.69;8;2;0.0032;26;12.3;;0.47;8.8;4.9;;;;60.1;8;4;26;;128.9;7;3;15892;
3629;Scaphium;sp;Asie;2883C;30340;C;C;3.3;0.67;10;5;0.003;25;12;;0.48;7.1;3.9;12.9;2.5;7,7;61.9;10;5;22;;115.5;10;5;12557;24
3982;Scaphium;sp;Asie du Sud-Est;3226C;30575;C;S;3.4;0.66;7;2;0.003;26;12.4;;0.48;7.7;3.9;;;;52.2;7;7;30;;118.4;7;4;14126;
1488;Schefflera;andreana;Nouvelle Caledonie;0819;06200;;C;1.4;0.48;12;3;0.0032;44;12.6;;0.29;7.8;4.5;15.4;2.2;5,9;33.6;12;14;94;*;64.4;11;5;7161;15
2856;Schefflera;andreana;Nouvelle Caledonie;2119;19568;;C;2.4;0.53;10;3;0.0028;30;12.7;;0.42;7.5;4.9;16.6;2.7;7,3;44.8;10;7;96;*;96.9;10;11;10987;13
2864;Schefflera;andreana;Nouvelle Caledonie;2127;19567;;C;2.3;0.55;10;7;0.0029;30;12.5;;0.42;8.5;3.9;17.9;2.8;6,5;42.2;10;8;118;*;102.1;9;10;10595;21
2865;Schefflera;andreana;Nouvelle Caledonie;2128;19569;;C;4;0.58;10;5;0.003;30;12.6;;0.42;7.2;5;21.7;3.3;9,3;46.6;10;6;73;*;101.7;7;6;10595;19
1338;Schefflera;decaphylla;Guyane Francaise;0675;06774;;S;2.5;0.45;3;22;0.0024;34;17.3;;0.51;10.6;7.7;9.6;1.9;5,7;30.2;6;13;63;*;51.1;5;18;7750;15
3095;Schefflera;decaphylla;Guyane Francaise;2357;22959;;S;1.5;0.53;3;6;0.0021;30;15.2;;0.51;8.7;5.3;10.3;1.9;4,0;48.5;3;11;61;*;81.5;3;7;9320;14
14;Schefflera;decaphylla;Guyane Francaise;0005G;;G;S;;0.55;5;;0.0029;43;16.8;;0.39;;;;;;;;;;;;;;;
3526;Schefflera;gabriellae;Nouvelle Caledonie;2780;28075;;C;2;0.54;10;4;0.0027;32;13.6;;0.43;7.5;5.6;15.2;2.7;6,1;48;10;8;18;;88.5;10;11;10301;19
3503;Schefflera;gabriellae;Nouvelle Caledonie;2758;28084;;C;2.6;0.57;10;9;0.0029;34;14.3;;0.42;9.1;5.4;22;3.8;7,3;48.7;10;9;36;;100.8;9;8;12066;21
3501;Schefflera;gabriellae;Nouvelle Caledonie;2756;28086;;C;1.9;0.57;10;5;0.0027;32;14.7;;0.46;9.7;5.4;17.9;3.8;7,5;48;10;7;27;;90.4;10;11;10202;19
3601;Schefflera;gabriellae;Nouvelle Caledonie;2851;28340;;C;1.9;0.59;8;7;0.0022;34;17.5;;0.51;6.5;6;15.6;2.2;;43.9;8;12;29;;76.1;7;19;11380;6
418;Schefflera;morototoni;Bresil n.p.;0141V;;V;S;3.4;0.63;6;2;0.0025;36;18;;0.5;;;;;;43;9;7;19;*;94.7;10;8;14617;
3089;Schefflera;morototoni;Guyane Francaise;2351;22950;;C;1.3;0.49;10;10;0.0023;36;16.1;;0.45;8.7;3.9;11.9;2.2;4,6;42.1;10;12;64;*;73.7;10;15;9221;14
3096;Schefflera;morototoni;Guyane Francaise;2358;22946;;S;1.5;0.59;8;6;0.0023;32;16.1;;0.5;11;8.6;15.9;2.8;6,4;41.2;9;10;72;*;75.4;8;8;9908;10
931;Schefflera;morototoni;Guyane Francaise;0354G;;G;C;;0.61;10;;0.0022;35;18.4;;0.53;;;;;;;;;;;;;;;
303;Sclerolobium;melanocarpum;Bresil n.p.;0103V;;V;S;2.8;0.64;10;5;0.0014;18;12.6;;0.7;8.3;4.9;;;;54.7;10;9;17;*;119.6;7;14;16677;
3749;Sclerolobium;melanocarpum;Bresil n.p.;3003;29488;;C;3.6;0.65;10;7;0.0026;27;13.8;;0.51;8.1;4.7;16.4;2.8;7,5;63.2;10;7;34;;126.1;10;10;13047;30
1436;Sclerolobium;melinonii;Guyane Francaise;0769;07724;;C;1.5;0.49;10;10;0.0024;34;14.7;;0.43;10.6;5;8.8;2;8,2;45.4;10;13;49;*;88.2;8;10;10889;17
1009;Sclerolobium;melinonii;Guyane Francaise;0396G;;G;C;;0.5;16;;0.0028;32;11.9;;0.37;;;;;;;;;;;;;;;
3763;Sclerolobium;sp;Bresil n.p.;3017;29490;;C;3.2;0.59;10;11;0.0024;26;13.5;;0.52;7.7;5.1;11.2;2.4;4,7;57.2;10;10;27;;122.4;8;14;13440;23
274;Sclerolobium;sp;Bresil n.p.;0093V;;V;S;2.8;0.7;9;6;0.0024;20;11;;0.55;7;4.7;;;;59.8;10;6;31;*;118.6;9;8;14715;
603;Sclerolobium;sp;Bresil n.p.;0198V;;V;C;6.9;0.79;10;3;0.0034;23;11.7;;0.51;7.4;4.2;;;;70.3;10;5;27;*;127.8;10;9;13734;
234;Scleronema;micranthum;Bresil n.p.;0079V;;V;C;2.1;0.57;10;8;0.0027;24;11.1;;0.46;8.8;3.5;;;;58.9;10;6;23;*;86.3;10;12;15990;
286;Scleronema;micranthum;Bresil n.p.;0097V;;V;C;2.9;0.68;10;3;0.0017;22;14.2;;0.65;9.5;5.2;;;;50.1;7;11;22;*;104.6;10;4;15892;
3725;Scleronema;micranthum;Bresil n.p.;2979;29536;;C;3.2;0.68;10;3;0.0026;28;14.5;;0.52;10.4;5.5;12.1;2;5,9;63.3;10;2;43;;105.1;10;3;12655;29
3733;Scleronema;micranthum;Bresil n.p.;2987;29537;;C;2.8;0.68;10;2;0.0025;29;15.1;;0.52;10.7;5.7;10.6;2.2;5,9;59.6;10;9;46;;106;10;4;12949;29
3673;Scleronema;micranthum;Bresil n.p.;2927;29538;;C;2.9;0.7;10;3;0.0025;26;14.2;;0.55;9.5;4.9;12.3;1.8;3,3;65;10;5;39;;104.3;10;5;11380;24
342;Scleronema;micranthum;Bresil n.p.;0116V;;V;S;3.5;0.71;8;4;0.0019;30;18;;0.6;11.1;7.2;;;;61.6;10;3;35;*;117.6;9;7;18345;
257;Scleronema;micranthum;Bresil n.p.;0087V;;V;C;2.5;0.73;10;1;0.0023;30;16.8;;0.56;10.5;5.5;;;;57.8;10;3;24;*;102.8;10;5;14617;
130;Scleronema;micranthum;Bresil n.p.;0044V;;V;C;2.7;0.73;10;1;0.0026;28;15.3;;0.55;8.5;5.8;;;;63.1;10;4;36;*;112.7;10;5;14813;
112;Scleronema;micranthum;Bresil n.p.;0038V;;V;C;2.7;0.73;10;1;0.0026;25;13.9;;0.56;8.9;4;;;;62.7;10;3;28;*;108.5;10;12;16285;
58;Scleronema;micranthum;Bresil n.p.;0019V;;V;C;3;0.77;10;3;0.0023;28;16.5;;0.59;10;5.6;;;;62.1;10;3;28;*;121.6;10;12;17658;
21;Scleronema;micranthum;Bresil n.p.;0007V;;V;S;3.7;0.77;9;3;0.0029;26;14.2;;0.55;8.8;4.5;;;;65.5;10;3;24;*;117.2;10;5;16088;
3;Scleronema;micranthum;Bresil n.p.;0001V;;V;C;3.7;0.79;10;3;0.0021;31;18.6;;0.6;8.8;5.4;;;;61.3;10;9;33;*;116.3;11;9;16285;
3771;Scleronema;micranthum;Bresil n.p.;3025;29539;;S;4.2;0.79;7;7;0.0021;29;17.5;;0.6;12.2;7.6;21.1;3.5;6,9;70;6;6;52;;121.9;6;10;13930;29
40;Scleronema;micranthum;Bresil n.p.;0013V;;V;C;3;0.8;10;1;0.0024;26;15.3;;0.59;9.1;4.9;;;;64.9;10;2;31;*;127.1;10;7;19228;
2272;Scolopia;sp;Madagascar;1558;16882;;S;7;0.92;8;4;0.0035;29;15;;0.52;10.1;5.2;21;3.4;11,9;77.3;8;12;77;*;150;6;11;15206;33
1149;Scorodophloeus;zenkeri;Congo;0486;05317;;C;8;0.9;9;6;0.0031;33;17.4;;0.53;;;26;3.7;10,7;79.3;9;8;40;*;159.4;9;2;17069;29
1151;Scorodophloeus;zenkeri;Congo;0488;05318;;C;8;0.93;9;4;0.003;28;16.7;;0.6;;;29.4;4.2;15,3;86.1;10;5;31;*;152.7;10;13;16088;48
2836;Scottellia;klaineana;Cote d'Ivoire;2099;20027;;R;3.5;0.59;2;;0.0029;26;11.7;;0.45;8.9;3.9;16.5;;9,0;44.3;2;;46;*;78.9;2;;8339;11
2831;Scottellia;klaineana;Cote d'Ivoire;2094;20006;;R;4;0.62;2;;0.0031;27;12;;0.44;8.6;4.4;18.2;2.7;8,3;49.7;2;;46;*;93.7;2;;9320;14
1037;Scottellia;klaineana;Cote d'Ivoire;0419;04232;;C;2.5;0.63;17;4;0.0037;33;12.2;;0.37;;;24.9;3;;55.3;17;10;38;*;96.5;17;10;11183;7
1036;Scottellia;klaineana;Cote d'Ivoire;0418;04271;;C;2.5;0.64;14;2;0.0034;29;12.3;;0.42;;;25;3.4;;58.9;14;4;46;*;108.5;14;4;11870;9
2807;Scottellia;klaineana;Cote d'Ivoire;2073;19931;;C;3.5;0.66;8;4;0.0029;28;13.7;;0.49;9.1;4.2;20.7;3.4;8,9;54.2;10;4;64;*;110.9;10;11;10497;12
2948;Scottellia;klaineana;Cote d'Ivoire;2210;20262;;S;3.3;0.66;9;3;0.0029;24;12.1;;0.5;9.5;4.9;21;3.4;8,2;54.7;9;5;104;*;109.2;8;9;10301;19
2945;Scottellia;klaineana;Cote d'Ivoire;2207;20265;;S;3.4;0.67;9;3;0.0033;28;12.5;;0.45;8.4;3.9;19.8;2.6;9,5;56.8;10;6;78;*;104;10;7;10202;19
2949;Scottellia;klaineana;Cote d'Ivoire;2211;20263;;C;3;0.7;10;6;0.0031;28;13.6;;0.49;9.3;4;21.8;3.3;10,1;54.6;10;7;98;*;97.3;8;5;8044;19
2962;Scottellia;klaineana;Cote d'Ivoire;2224;20266;;C;4.3;0.71;8;2;0.0032;28;13.6;;0.49;8.8;4.6;18;2.5;11,0;65.1;8;5;91;*;118.7;8;6;10595;19
2841;Scottellia;klaineana;Cote d'Ivoire;2104;20042;;C;3.5;0.71;10;3;0.0029;29;14.5;;0.5;10.4;4.4;22.2;3.5;9,7;56.9;10;4;86;*;107.7;10;8;10791;21
2944;Scottellia;klaineana;Cote d'Ivoire;2206;20264;;C;4.2;0.75;10;4;0.0031;28;14;;0.5;10.1;5.1;20.4;3;8,7;70.2;10;4;86;*;126.8;10;6;11968;32
2378;Scyphocephalium;mannii;Gabon;1664;16342;;C;1.4;0.46;10;8;0.0032;33;9;;0.27;4.6;3.1;8.9;1.2;3,6;28.7;10;21;104;*;68.8;8;13;6671;9
2042;Scyphocephalium;mannii;Gabon;1329;15858;;C;1.8;0.47;7;9;0.0025;34;11;;0.32;6.8;4;20.2;2.3;5,1;31.6;10;16;75;*;69.7;8;16;9614;16
2037;Scyphocephalium;mannii;Gabon;1324;15934;;C;1.5;0.49;7;7;0.0017;19;11.2;;0.59;7.2;3.8;11.5;1.7;4,8;30.6;10;10;103;*;66.6;7;9;11772;9
2774;Scyphocephalium;mannii;Gabon;2041;19903;;R;2.1;0.56;2;;0.0035;28;9.5;;0.34;7;2.9;17.6;2.5;5,9;40.6;2;;68;*;85.9;2;;9320;12
2761;Scyphocephalium;mannii;Gabon;2030;19905;;R;2.9;0.57;2;;0.0033;24;9.1;;0.38;5.3;2.9;14.2;2.1;5,5;52.2;2;;68;*;95;2;;11085;12
2765;Scyphocephalium;mannii;Gabon;2033;19901;;R;2.3;0.57;2;;0.0027;23;10.6;;0.46;7.3;4.2;9.2;1.8;3,7;42.4;2;;68;*;61.7;2;;10889;13
2879;Scyphocephalium;mannii;Gabon;2142;20125;;R;3.1;0.58;2;;0.0033;23;9;;0.39;5.1;3.3;9.8;1.5;10,0;42;2;;71;*;85.7;2;;9320;9
2869;Scyphocephalium;mannii;Gabon;2132;20127;;R;2;0.58;2;;0.0031;26;10.7;;0.41;7.2;3.8;13;1.9;3,9;51.6;2;;71;*;91.4;2;;8142;19
1627;Scyphocephalium;mannii;Gabon;0957;10347;;C;2.9;0.58;10;4;0.0038;25;10.9;;0.44;5;3.7;18.1;1.9;5,8;50.6;9;10;39;*;79.6;8;14;9320;11
2755;Scyphocephalium;mannii;Gabon;2024A;19906;A;R;2.6;0.59;2;;0.0031;26;11.2;;0.43;6.8;4.1;19.5;2.8;7,1;50.3;2;;68;*;97.9;2;;10693;17
2762;Scyphocephalium;mannii;Gabon;2030A;19905;A;R;3;0.59;2;;0.0035;30;10.8;;0.36;6.3;3.5;17.8;2.9;5,8;43;2;;68;*;88.4;2;;9908;18
2766;Scyphocephalium;mannii;Gabon;2033A;19901;A;R;2.1;0.59;2;;0.0031;26;11.1;;0.43;6.8;3.9;14.8;2.5;3,6;46.8;2;;68;*;90.2;2;;10987;12
